License No,Agency Name,Name of the Proprietor,Status,License Eeffective Date,License Renew Date,License Exp Date,Division,District,Thana
0012442,"SOUTH BENGAL TOURS AND TRAVELS","MD ASHRAF ALI","License expired","02-Oct-2019","02-Oct-2022","01-Oct-2025","Dhaka","DHAKA","Banani"
0001846,"Safari Holidays & Logistics Limited","Mohammad Kamrul Hassan","License expired","08-Mar-2018","08-Mar-2018","07-Mar-2021","Dhaka","DHAKA","Banani"
0012428,"Nuren Aviation","Md. Nur Nobi","License expired","05-Sep-2019","05-Sep-2022","04-Sep-2025","Dhaka","DHAKA","Banani"
0005323,"Regency Travels Limited","Parveen Zakariah","License expired","01-Jan-2017","01-Jan-2020","31-Dec-2022","Dhaka","DHAKA","Banani"
0006805,"Ismail Travels And Tours","Mohammad Ismail","License expired","15-Feb-2018","15-Feb-2018","13-Feb-2021","Dhaka","DHAKA","Banani"
0012798,"Jetlia Travels","Tamal Chakraborty","License expired","18-Oct-2020",,"17-Oct-2023","Dhaka","DHAKA","Banani"
0013144,"Sky Hub Travel Limited","A K M Azadul Haque","License expired","21-Sep-2021",,"20-Sep-2024","Dhaka","DHAKA","Banani"
0013097,"AERO SPEED LTD.","SHAIKH BASHIR AHMED","License expired","29-Jul-2021",,"28-Jul-2024","Dhaka","DHAKA","Banani"
0013212,"EXPEDIA AVIATION LTD.","Khan Moniruzzaman","License expired","21-Nov-2021",,"20-Nov-2024","Dhaka","DHAKA","Banani"
0013311,"Doors Global Limited","Khalid Anwar","License expired","24-Jan-2022",,"23-Jan-2025","Dhaka","DHAKA","Banani"
0013298,"MUSLIM TOURISTER","Md. Ash-Shakur Rahaman","License expired","17-Jan-2022",,"16-Jan-2025","Dhaka","DHAKA","Banani"
0013461,"Plan My Trip .Com Ltd.","Shah Mohammed Nahyan Haroon","License expired","19-Apr-2022",,"18-Apr-2025","Dhaka","DHAKA","Banani"
0013416,"Imperial Resources Ltd.","Mohammad Mahbubor Rahman","License expired","05-Apr-2022",,"04-Apr-2025","Dhaka","DHAKA","Banani"
0013347,"Tarafdar Air International","M.T. Fuyad Hasan","License expired","20-Feb-2022",,"19-Feb-2025","Dhaka","DHAKA","Banani"
0013488,"King Ocean Tours & Travels","K.M Arifuzzaman","License expired","27-Apr-2022",,"26-Apr-2025","Dhaka","DHAKA","Banani"
0013550,"VISA MALAYSIA BANGLADESH LIMITED","HOSSAIN MOHAMMAD KAWSAR","License expired","07-Jun-2022",,"06-Jun-2025","Dhaka","DHAKA","Banani"
0013505,"Sender Air Travels","Md. Noor Nobi","License expired","18-May-2022",,"17-May-2025","Dhaka","DHAKA","Banani"
0013600,"Naps Travels & Tours","Mohammed Mazharul Haque Sohel","License expired","30-Jun-2022",,"29-Jun-2025","Dhaka","DHAKA","Banani"
0006081,"Travel Edge Bd","SHRIFUL ISLAM","License expired","16-May-2016","16-May-2022","15-May-2025","Dhaka","DHAKA","VATARA"
0003979,"Prantik Travels & Tourism Limited","Ghulam Mustafa","License expired","01-Jan-2017","01-Jan-2020","31-Dec-2022","Dhaka","DHAKA","VATARA"
0012612,"ALAM MEDICAL TOURISM","Mohammad Morshedul Alam","License expired","16-Mar-2020",,"15-Mar-2023","Dhaka","DHAKA","VATARA"
0013519,"Amin Aviation & Tourism Corporation","MD NURUL AMIN","License expired","25-May-2022",,"24-May-2025","Dhaka","DHAKA","VATARA"
0013353,"AL-ALIF GLOBAL AGENCY LTD.","F.M LOKMAN HOSSAIN","License expired","24-Feb-2022",,"23-Feb-2025","Dhaka","DHAKA","VATARA"
0013473,"Arab Holiday Travels and Tours","Hafez Kamal Ahmmed","License expired","21-Apr-2022",,"20-Apr-2025","Dhaka","DHAKA","VATARA"
0013464,"Namira Global Limited","MD Ashik Raihan","License expired","19-Apr-2022",,"18-Apr-2025","Dhaka","DHAKA","VATARA"
0013480,"DIGI International (Pvt.) Ltd.","Md. Abu Akter","License expired","25-Apr-2022",,"24-Apr-2025","Dhaka","DHAKA","VATARA"
0013484,"Milad Air Limited","Anisur Rahman","License expired","25-Apr-2022",,"24-Apr-2025","Dhaka","DHAKA","VATARA"
0013574,"Trust Holidays","Md. Rezaul Karim","License expired","20-Jun-2022",,"19-Jun-2025","Dhaka","DHAKA","VATARA"
0013441,"ZAKIR HAJJ GROUP","SUMAIYA AKTER","License expired","11-Apr-2022",,"10-Apr-2025","Dhaka","DHAKA","Chawk Bazar"
0012204,"SKY ROADS TOURS AND TRAVELS LTD","A.K.M .ENAYET HOSSAIN","License expired","02-Oct-2018","02-Oct-2021","01-Oct-2024","Dhaka","DHAKA","Kalabagan"
0013295,"T.M TRAVEL  AGENT","MD ABDUS SATTAR","License expired","13-Jan-2022",,"12-Jan-2025","Dhaka","DHAKA","Kalabagan"
0013620,"One Tourism Limited","MUHAMMAD ABDUL MALEK","License expired","13-Jul-2022",,"12-Jul-2025","Dhaka","DHAKA","Kalabagan"
0013516,"ZAHRAT AVIATION","Mohammed Shafiqul Alam","License expired","25-May-2022",,"24-May-2025","Dhaka","DHAKA","Kalabagan"
0008122,"Yashin Travels & Tours","Md. Ruhul Amin","License expired","14-May-2015","14-May-2021","13-May-2024","Dhaka","DHAKA","Rampura"
0006406,"Qibla Travels Limited","AKM Helal Uddin","License expired","01-Sep-2014","01-Jan-2020","31-Dec-2022","Dhaka","DHAKA","Rampura"
0012216,"Tourism Trade Limited","Mohammed Jahangir Hossain","License expired","08-Oct-2018","08-Oct-2021","07-Oct-2024","Dhaka","DHAKA","Rampura"
0012411,"NEC Express Ltd.","Dr. Anower Farazy","License expired","05-Aug-2019","05-Aug-2022","04-Aug-2025","Dhaka","DHAKA","Rampura"
0001240,"Imperial Tours And Travels","Mahfujur Rahman Khan","License expired","01-Jan-2017","01-Jan-2020","31-Dec-2022","Dhaka","DHAKA","Rampura"
0013489,"Farin Air International","Md. Mizanur Rahman","License expired","27-Apr-2022",,"26-Apr-2025","Dhaka","DHAKA","Rampura"
0013542,"A Tours & Travels","Mst. Akhi","License expired","05-Jun-2022",,"04-Jun-2025","Dhaka","DHAKA","Rampura"
0013424,"Travel For You BD","Muntasir Mamun","License expired","07-Apr-2022",,"06-Apr-2025","Dhaka","DHAKA","Bangshal"
0003189,"M.R.K Aviation Sarvices","Mohammad Mahbubur Rahman Khan","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0002540,"Mascot Travel and Tours","Md. Mominul hoque Bhuiya","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0002594,"Munshi Air Service","Md. Abdur Rashid Munshi","License expired","01-Jan-2017",,"31-Dec-2019",,,
0002624,"Mission Travel & Tours","Md. Moslem Uddin","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0002669,"M M Air Express","Dewan Miranur Rahman","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0002506,"Mulk Travel","Syed Manik Alsadi","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0008393,"Mithila Tours and Travels","Masudul Hasan","License expired","19-Apr-2016",,"18-Apr-2019",,,
0008411,"Madbar Air International","Md. Alim Madbar","License expired","06-Sep-2016","01-Jan-1970","05-Sep-2019",,,
0008414,"M. Rahman International Tours and Travels","Md. Mirznur Rahman","License expired","03-Oct-2016",,"02-Oct-2019",,,
0008355,"Marjan Travals and Tours","Misas Norun Nahar Jsim","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0008416,"Maha Tours and Travels","Musa Mohammad","License expired","19-Oct-2016",,"18-Oct-2019",,,
0008397,"Muhajir Ansar Tours Travels","MD. Yousuf","License expired","12-May-2016",,"11-May-2019",,,
0008444,"Max Travels & Tours","Kazi Taif Safat","License expired","14-Feb-2017","01-Jan-2017","13-Feb-2020",,,
0008418,"M.K Tours and Travels","Parvin Akter","License expired","06-Nov-2016",,"05-Nov-2019",,,
0008421,"Mileage Tours and Travels Limited","S M Mohibul Hasan","License expired","01-Jan-2017","01-Jan-2017","06-Nov-2019",,,
0008387,"Mridha Tour and Travels","Siful islam Mada","License expired","09-Feb-2016",,"08-Feb-2019",,,
0008424,"Monsoon Travels","Sharifa Chowdhury","License expired","08-Dec-2016",,"07-Dec-2019",,,
0008390,"Moksudur Travals","Md. Alimujjamab","License expired","15-Mar-2016",,"14-Mar-2019",,,
0008427,"Mishti Tours and Travels","Faruk Hossain Mojumdar","License expired","01-Jan-2017","01-Jan-2017","14-Dec-2019",,,
0008446,"Mash Career Services Ltd","MD. Jamal Uddin","License expired","09-Mar-2017","01-Jan-1970","08-Mar-2020",,,
0008432,"Megna Air Services Ltd","Md. Hares Mia","License expired","05-Jan-2017",,"04-Jan-2020",,,
0008433,"Marwah Hajj Omrah Services","Mahbub","License expired","05-Jan-2017",,"04-Jan-2020",,,
0004290,"Makam E-Ibrahim Travel Trade","Md. Zahangir Alam","License expired","13-Feb-2013","01-Jan-2017","12-Feb-2020",,,
0008440,"Marju Jahan Travels & Tours","Md. Rashed","License expired","06-Feb-2017",,"05-Feb-2020",,,
0008413,"L N Travels & Tours","Md. Mizanur Rahman","License expired","08-Sep-2016",,"07-Sep-2019",,,
0008434,"Life Air Travels","Md. Ashkor Ali","License expired","12-Jan-2017",,"11-Jan-2020",,,
0008435,"L. Abrar Hajj Travels","Md. Yeahyea","License expired","01-Jan-2017","01-Jan-2017","04-Mar-2020",,,
0008457,"Masroor Tours and Travels","MD.Imtiaz Ali","License expired","19-Apr-2017",,"18-Apr-2020",,,
0008389,"Labbaik Travels & Tours Limited","Jamal uddin Ahmed","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0008438,"Lazim Tours & Travels","Mostfa Alamgir Ratan","License expired","17-Jan-2017",,"16-Jan-2020",,,
0008460,"Mokka Travels International","Syed Farhana Shirin","License expired","24-Apr-2017",,"23-Apr-2020",,,
0008465,"Madinatul Munawara Overseas","Solaiman","License expired","09-May-2017",,"05-Jun-2020",,,
0008469,"My Dhaka Hajj Group","Maulana Ahmed Ali","License expired","28-May-2017",,"27-May-2020",,,
0008473,"Mahedi Overseas","Mr. Mohammad Aminul Islam","License expired","03-Jul-2017","03-Jul-2017","04-Mar-2020",,,
0008476,"M.B. Air Services","Md. Sohag Mia","License expired","11-Jul-2017",,"10-Jul-2020",,,
0008477,"Mariyam  Overseas","Md. Jakaria Mollah","License expired","11-Jul-2017",,"10-Jul-2020",,,
0008306,"Lucky International Travels and Tours","Md. Rfiqujjaman Khan","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0002519,"Lavender Travels and Tours","Jakia Khatun","License expired","01-Jan-2017","01-Jan-1970","31-Dec-2019",,,
0008342,"M.M. Noorani Hajj & Tourism Services","ISHAQ MAMUN","License expired","22-Aug-2017","22-Aug-2017","31-Dec-2019",,,
0002545,"Linkers Aviation","Mohammad Moin Uddin","License expired","01-Jan-2017","01-Jan-1970","31-Dec-2019",,,
0008349,"M.M Travels and Tours Solution","MD. Abul Kalam","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0002631,"Liza Travels Limited","Md. Abdus Sakur","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0008407,"Ming Yang Travels Limited","Md. Billal Hossain","License expired","16-Sep-2016","01-Jan-1970","15-Aug-2019",,,
0008454,"Legend Travels","Md. Hosen","License expired","13-Apr-2017",,"12-Apr-2020",,,
0008029,"Lailatul Kadar Tours and Travels","Helal Ahmed","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0008455,"Lions International Travels and Tours","Md. Samim","License expired","13-Apr-2017",,"12-Apr-2020",,,
0008126,"Real Air International","G M Shah Jahan","License expired","24-May-2018","24-May-2018","23-May-2021",,,
0008471,"Larntarn Travels and Tours","Md. Deloar Hosain","License expired","30-May-2017","01-Jan-1970","29-May-2020",,,
0008439,"M.M.Hajj Tours and Travels","Alhaz Laiy Mina Malek","License expired","23-Jan-2017",,"22-Jan-2020",,,
0008377,"Maria Travels and Tours","Md. Mir Shoyaib Ansari","License expired","04-Jan-2016",,"03-Jan-2019",,,
0008380,"Mow Travels Service","Md. Moniruzzaman","License expired","21-Jan-2016",,"20-Jan-2019",,,
0008428,"Moon Travels & Tourism","Mamun Hossain","License expired","29-Dec-2016",,"28-Dec-2019",,,
0000721,"Are Misal","Mohammod Anoar Hosan Boia","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0000801,"Air Home International","Md. Mozammel Haque","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0008333,"Mass Travels and Air International","Sikandar Ali Jahid","License expired","01-Jan-2017","01-Jan-1970","31-Dec-2019",,,
0000862,"Allegro Wing Aviation","Golam Faruk","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0002751,"Ahmed Airways Services","Sayeed Ahmed","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0002759,"Al-Asfacq International","ALhazz Md. Ashraful Islam Naim","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0000778,"Al Nayim Air International","Alhaz Mohammam Abdur Rob","License expired","01-Jan-2017",,"31-Dec-2019",,,
0000800,"Al-Jazeera International","Md. Abu Sufian","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0000772,"Altaf Tours and Travels","Easmin Aker Munni","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0000825,"Aftab Travels International","Md. Mokarom Kobir","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0002731,"Ador Travels and Tours","Md. Habibor Rohman","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0002733,"Akbar Hajj Group Bangladesh","MD. Jahangir Alam","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0002743,"Asian Holidays","M.N Saiful Morshed Mowla","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0005469,"Al Khaleej Travel Limited","H.B.M. Shoave Rahman","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0005470,"Akash Travels and Tours","MD MONIRUL HOQUE","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0005480,"Ananash Travel Related Services Ltd.","Fozle Rabbi Chowdhury","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0005295,"Al Aziz Travels & Tours","Soiod Al Mamun","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0011533,"Al-Haramine Tours & Travels","Rakib Uddin Ahmed","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0006764,"Adventure Aviation Ltd.","Syed Mahfuz Ali","License expired","12-Jun-2016",,"11-Jun-2019",,,
00.5281,"Amit Tours & Travels","Md. Billal Hossain","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0006765,"Oparajita Trade International","Arifur Rahman","License expired","19-Jun-2016",,"18-Jun-2019",,,
0006766,"Asia Tourism Limited","Chowdhury Masud Reza Siddiki","License expired","22-Jun-2016",,"21-Jun-2019",,,
0002706,"Air Dotcom Tours & Travels","Mohammad Alal Mia","License expired","20-Nov-2017","20-Nov-2017","19-Nov-2020",,,
0006767,"A Z One Tours & Travels","Md. Akter Hossain","License expired","21-Jul-2016",,"20-Jul-2019",,,
0006768,"Al-Hasan Travels","Md. Nasirul Hasan","License expired","21-Jul-2016",,"20-Jul-2019",,,
0002505,"Mizi Travel and Tours","Md. Selim Mizi","License expired","02-Oct-2014",,"01-Sep-2020",,,
0006754,"Al-Arab Travels","MD. Komol Uddin","License expired","18-May-2016",,"17-May-2019",,,
0000211,"Ever Green Travels","Md Nazrul Islam","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0006757,"A S R Tours & Travels","Ezaz Ahmed Khan","License expired","25-May-2016",,"24-May-2019",,,
0006772,"Al Madani Tours & Travels","Md. Sujon Mazi","License expired","04-Aug-2016",,"03-Aug-2019",,,
0006758,"Angel Tours & Travels","Masud Ahmmed Khan","License expired","25-May-2016",,"24-May-2019",,,
0002686,"Makkahtul Mukarrama Travels and Tours","Mubarok Hossain","License expired","28-Jan-2016",,"27-Jan-2019",,,
0006761,"Air 1 Aviation","Mohammad Shofiqul Islam","License expired","08-Jun-2016",,"07-Jun-2019",,,
0006763,"A Two Z Tours","MD. Saiful Islam","License expired","09-Jun-2016",,"08-Jun-2019",,,
0006773,"A R Travel & Tours","MD. Abdur Rahman","License expired","28-Oct-2016",,"27-Nov-2019",,,
0006778,"A B Tours & Travels","MD. Siddik Khan","License expired","01-Jan-2017",,"31-Dec-2019",,,
0006781,"Amazon Holidays Travel Services Ltd.","Soiod Easir Arafat Hossain","License expired","01-Jan-2017",,"31-Dec-2019",,,
0005000,"Air Crew Tours and Travels","MD. Selim Hossian","License expired","17-Jan-2017","17-Jan-2017","31-Dec-2019",,,
0007007,"Aero Travel & Tours","MD. Habib Ullah","License expired","03-Jul-2017",,"02-Jul-2020",,,
0002781,"Asgor Aviation Services","Md. Shorikul Islam Chowdhury","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0001369,"R S Tours Travels","Ahsan Ullah Sajib","License expired","09-Mar-2016",,"08-Mar-2019",,,
0001378,"Wings Travel International","Pradeep Kumar Barua","License expired","01-Jan-2017","01-Jan-2017","06-Apr-2019",,,
0001389,"Ruposi Bangla Tours & Travels","MD. Faysal Didar","License expired","28-Apr-2016",,"27-Apr-2019",,,
0001356,"Pragga Tours and Travels","Pranjala Baruya","License expired","21-Jan-2016",,"20-Jan-2019",,,
0009211,"Wings Air","Mohammad selim","License expired","10-Aug-2016",,"09-Aug-2019",,,
0009229,"R.M Tours and Travel","Mosaddek Ahmed Chowdhury","License expired","20-Oct-2016",,"19-Oct-2019",,,
0006246,"Rubel Travel International","MD. Belal Uddin","License expired","26-Jul-2017","26-Jul-2017","25-Jul-2020",,,
0009228,"The Masum Air Travels and Tours","Masum Hossain","License expired","20-Oct-2016",,"19-Oct-2019",,,
0009299,"Riasat Air International","MD. Robiul Islam","License expired","29-May-2017","01-Jan-1970","31-Dec-2019",,,
0007106," Prince Tours & Travels","Md. Khorshedur Rahman","License expired","21-Jun-2017",,"20-Jun-2020",,,
0009237,"Tausif Travels and Tours","Mohammad Alamgir","License expired","17-Nov-2016",,"16-Nov-2019",,,
0007111,"N. Mahin Tours and Travels","Md. Shamim","License expired","21-Jun-2017",,"20-Jun-2020",,,
0007113,"The Gate Way International","Abdul Kadir","License expired","03-Jul-2017","01-Jan-2017","02-Jul-2020",,,
0000704,"Uttaran Travels and Tours","MD. Nadim","License expired","20-Jun-2017",,"19-Sep-2019",,,
0000996,"Zed & Zed Limited","Muammar Ahmad","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0006244,"Taj Travels & Tours","MD, Sharif Uddin","License expired","01-Jan-2017","07-Aug-2017","31-Dec-2019",,,
0001306,"Noor E Madina Travels and Tours","Mohammad Hasan RafiK","License expired","18-Jan-2018","18-Jan-2018","17-Jan-2021",,,
0001307,"Vinno Jagata Travel International","MD. Toufik Ahmed","License expired","07-Jun-2015",,"06-Jun-2019",,,
0009278,"Wataniya Tours & Travels","Jahangir Alam","License expired","08-Mar-2017",,"07-Mar-2019",,,
0001387,"Unity Travels & Tours","Hafez Abdul Monayem","License expired","28-Apr-2016",,"27-Apr-2019",,,
0009279,"Skynet Jani and Rest","MD. Nizam Uddin","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0009282,"Sikder Hajj Kafela Tours and Travels","Engineer Imdadul Haque Sikder","License expired","10-Apr-2017",,"09-Apr-2019",,,
0009286,"Neer Hajj Group","Mukhtara Khatun","License expired","16-Apr-2017",,"15-Apr-2019",,,
0009287,"The Fair Travel and Tours","MD. Mannan Shaikh","License expired","23-Apr-2017",,"22-Apr-2019",,,
0009289,"The Kadam Rasul Travels and Tours","MD. Mijanur Rahman","License expired","23-Apr-2017","24-Apr-2019","23-Apr-2022",,,
0009290,"Six Continents Tours & Travel","Mohammad Ziaur Rahman","License expired","27-Apr-2017",,"26-Apr-2019",,,
0009292,"R,R International Travel & Tours","Mohfuja Islam Ratna","License expired","27-Apr-2017",,"27-Apr-2019",,,
0009295,"New Yahia Overseas","Mohammad Enamol Hoque","License expired","08-May-2017",,"08-May-2019",,,
0001362,"The Med Tour","Mohammad Ullah","License expired","11-Feb-2016",,"10-Feb-2019",,,
0001052,"Crown Facilities","S S HOSAIN","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0000218,"Fast Track Aviation Services","Md Faizul Islam","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0000275,"Global Entry Aviation","CHOWDHURY MD SHOWKAT OSMAN MANIK","License expired","25-Feb-2016",,"02-Mar-2019",,,
0000317,"Genius Travels International","KHALEDA PARVIN","License expired","01-Nov-2016",,"31-Oct-2019",,,
0001137,"Good Way","AMM Mostafizur Rahman","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0000268,"Gram Bangla Tours & Travels","Md golam mostafa","License expired","26-Jan-2016",,"08-Feb-2019",,,
0001048,"F N F International","FARID AHMAD KHAN","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0000270,"Friends Travels & Tours","Abdur rahman","License expired","17-Feb-2016",,"22-Feb-2019",,,
0000276,"Future Friends Tours and Travels","Md Alomgir Hosen","License expired","06-Mar-2016",,"05-Mar-2019",,,
0001196,"Dream Travels & Tours Overseas","ABDUL KADER","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0002393,"Century  Travel Services Ltd","AM, G, R, Nasir Majumder","License expired","01-Jan-2017",,"31-Dec-2019",,,
0000318,"G O Connect Travels","KHONDOKER SHIHABUL AMIN","License expired","01-Jan-2017","01-Jan-2017","31-Aug-2019",,,
0004517,"Dohar Nawabgonj Travels","MD.FIROJ ALAM","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0000319,"Gomati Air Travels & Tours","Md. Ashikur Rahman","License expired","20-Nov-2016",,"19-Nov-2019",,,
0000327,"Global Holidays","MD SHAMSUZZAMAN","License expired","28-Dec-2016",,"27-Dec-2019",,,
0000362,"Gramin Islami Overseas","MD SHOPON MAHMUD","License expired","06-Apr-2017",,"05-Apr-2020",,,
0000364,"G M R Air Ticketing and Travel","MD MONIR HOSSAIN","License expired","02-May-2017",,"01-May-2019",,,
0000367,"Golden Asia Travels & Tours","MONIRUZZAMAN KAMRUL","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0004537,"Cross World Travel International","MD.Aurangzeb Khan Azad","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0009298,"New Ifty Travels","Mohammad Efatekhar Alam","License expired","29-May-2017","01-Jan-1970","29-May-2019",,,
0004652,"Ciam Air Express","Md. Jamal Hossain","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
